UDD,TEXT,UDD_UDDANNELSESNIVEAU,UDD_FAGOMRAADE_UNDER,UDD_UDDANNELSESTYPE_UNDER,UDD_ISCED_P,UDD_ISCED_F,OMR,MINI,PRIO,TP,L,UDD_HOVEDOMRAADE_DETALJERET,NRMA,AKTIV,AUDD,ATEXT,AUDD_UDDANNELSESNIVEAU,AUDD_FAGOMRAADE_UNDER,AUDD_UDDANNELSESTYPE_UNDER,AUDD_ISCED_P,AUDD_ISCED_F,PRIA,KOMP,AUDD_HOVEDOMRAADE_DETALJERET,UNDERVISNINGSSPROG
1022,2. real,20,102010,1520,241,0011,8,1,108,0,1,10201012,12,0,1022,2. real,20,102010,1520,241,0011,120,2,10201012,Dansk
1023,3. real,20,102010,1530,244,0011,8,1,120,0,1,10301010,12,0,1023,3. real,20,102010,1530,244,0011,132,1,10301010,Dansk
1031,1. hf,30,121030,2020,341,0011,8,1,132,0,1,20102011,12,0,1031,1. hf,30,121030,2020,341,0011,144,2,20102011,Dansk
1032,2. hf,30,121030,2020,344,0011,8,1,144,0,1,20102012,12,0,1032,2. hf,30,121030,2020,344,0011,156,1,20102012,Dansk
1040,"1.g, matematisk-sproglig fælleslinie",30,121030,2010,341,0011,8,1,120,0,1,20101011,12,0,1040,"1.g, matematisk-sproglig fælleslinie",30,121030,2010,341,0011,132,2,20101011,Dansk
1041,"1.g, matematisk linie",30,121010,2010,341,0011,8,1,120,0,1,20101021,12,0,1041,"1.g, matematisk linie",30,121010,2010,341,0011,132,2,20101021,Dansk
1042,"1.g, sproglig linie",30,121020,2010,341,0011,8,1,120,0,1,20101031,12,0,1042,"1.g, sproglig linie",30,121020,2010,341,0011,132,2,20101031,Dansk
1049,"2.g, matematisk-sproglig fælleslinie",30,121030,2010,341,0011,8,1,132,0,1,20101012,12,0,1049,"2.g, matematisk-sproglig fælleslinie",30,121030,2010,341,0011,144,2,20101012,Dansk
1051,"2.g, matematisk-fysisk linie",30,121010,2010,341,0011,8,1,132,0,1,20101022,12,0,1051,"2.g, matematisk-fysisk linie",30,121010,2010,341,0011,144,2,20101022,Dansk
1052,"2.g, matematisk-naturfaglig linie",30,121010,2010,341,0011,8,1,132,0,1,20101022,12,0,1052,"2.g, matematisk-naturfaglig linie",30,121010,2010,341,0011,144,2,20101022,Dansk
1061,"2.g, nysproglig linie",30,121020,2010,341,0011,8,1,132,0,1,20101032,12,0,1061,"2.g, nysproglig linie",30,121020,2010,341,0011,144,2,20101032,Dansk
1062,"2.g, klassisksproglig linie",30,121020,2010,341,0011,8,1,132,0,1,20101032,12,0,1062,"2.g, klassisksproglig linie",30,121020,2010,341,0011,144,2,20101032,Dansk
1064,"2.g, musiksproglig linie",30,121020,2010,341,0011,8,1,132,0,1,20101032,12,0,1064,"2.g, musiksproglig linie",30,121020,2010,341,0011,144,2,20101032,Dansk
1069,"3.g, matematisk-sproglig fælleslinie",30,121030,2010,344,0011,8,1,144,0,1,20101013,12,0,1069,"3.g, matematisk-sproglig fælleslinie",30,121030,2010,344,0011,156,1,20101013,Dansk
1070,"3.g, matematisk linie una",30,121010,2010,344,0011,8,1,144,0,1,20101023,12,0,1070,"3.g, matematisk linie una",30,121010,2010,344,0011,156,1,20101023,Dansk
1071,"3.g, matematisk-fysisk linie",30,121010,2010,344,0011,8,1,144,0,1,20101023,12,0,1071,"3.g, matematisk-fysisk linie",30,121010,2010,344,0011,156,1,20101023,Dansk
1072,"3.g, matematisk-naturfaglig linie",30,121010,2010,344,0011,8,1,144,0,1,20101023,12,0,1072,"3.g, matematisk-naturfaglig linie",30,121010,2010,344,0011,156,1,20101023,Dansk
1073,"3.g, matematisk-samfundsfaglig linie",30,121010,2010,344,0011,8,1,144,0,1,20101023,12,0,1073,"3.g, matematisk-samfundsfaglig linie",30,121010,2010,344,0011,156,1,20101023,Dansk
1080,"3.g, sproglig linie una",30,121020,2010,344,0011,8,1,144,0,1,20101033,12,0,1080,"3.g, sproglig linie una",30,121020,2010,344,0011,156,1,20101033,Dansk
1081,"3.g, nysproglig linie",30,121020,2010,344,0011,8,1,144,0,1,20101033,12,0,1081,"3.g, nysproglig linie",30,121020,2010,344,0011,156,1,20101033,Dansk
1082,"3.g, klassisksproglig linie",30,121020,2010,344,0011,8,1,144,0,1,20101033,12,0,1082,"3.g, klassisksproglig linie",30,121020,2010,344,0011,156,1,20101033,Dansk
1083,"3.g, musiksproglig linie",30,121020,2010,344,0011,8,1,144,0,1,20101033,12,0,1083,"3.g, musiksproglig linie",30,121020,2010,344,0011,156,1,20101033,Dansk
1084,"3.g, musiksproglig linie",30,121020,2010,344,0011,8,1,144,0,1,20101033,12,0,1084,"3.g, musiksproglig linie",30,121020,2010,344,0011,156,1,20101033,Dansk
1090,Uoplyst (kendt i elevregistret),90,994010,9910,999,9999,0,0,0,0,0,90991010,0,1,1090,Uoplyst (kendt i elevregistret),90,994010,9910,999,9999,0,0,90991010,Dansk
1095,Uoplyst (indvandrernes uddannelse),90,994030,9910,999,9999,9,0,0,0,0,90991020,0,1,1095,Uoplyst (indvandrernes uddannelse),90,994030,9910,999,9999,0,0,90991020,Dansk
1097,Anden dansk studentereksamen,30,121010,2010,344,0011,8,1,144,0,1,20101013,12,0,1097,Anden dansk studentereksamen,30,121010,2010,344,0011,156,1,20101013,Dansk
1098,Udenlandsk studentereksamen,30,121030,2040,344,0011,8,1,144,0,1,20305010,12,0,1098,Udenlandsk studentereksamen,30,121030,2040,344,0011,156,1,20305010,Dansk
1099,Uoplyst (ukendt i elevregistret),90,994020,9910,999,9999,0,0,0,0,0,90991030,0,1,1099,Uoplyst (ukendt i elevregistret),90,994020,9910,999,9999,0,0,90991030,Dansk
1100,Børnehaveklasse,10,101010,1510,100,0011,1,1,0,1,1,10101010,12,0,1100,Børnehaveklasse,10,101010,1510,100,0011,12,2,10101010,Dansk
1101,1. klasse,10,101010,1510,100,0011,1,1,12,1,1,10101011,12,1,1101,1. klasse,10,101010,1510,100,0011,24,2,10101011,Dansk
1102,2. klasse,10,101010,1510,100,0011,1,1,24,1,1,10101012,12,1,1102,2. klasse,10,101010,1510,100,0011,36,2,10101012,Dansk
1103,3. klasse,10,101010,1510,100,0011,1,1,36,1,1,10101013,12,1,1103,3. klasse,10,101010,1510,100,0011,48,2,10101013,Dansk
1104,4. klasse,10,101010,1510,100,0011,1,1,48,1,1,10101014,12,1,1104,4. klasse,10,101010,1510,100,0011,60,2,10101014,Dansk
1105,5. klasse,10,101010,1510,100,0011,1,1,60,1,1,10101015,12,1,1105,5. klasse,10,101010,1510,100,0011,72,2,10101015,Dansk
1106,6. klasse,10,101010,1510,100,0011,1,1,72,1,1,10101016,12,0,1006,6. klasse,10,101010,1510,100,0011,84,2,10101016,Dansk
1106,6. klasse,10,101010,1510,100,0011,1,1,72,1,1,10101016,12,1,1106,6. klasse,10,101010,1510,100,0011,84,2,10101016,Dansk
1107,7. klasse,20,102010,1520,241,0011,1,1,84,1,1,10201010,12,0,1007,7. klasse,20,102010,1520,241,0011,96,2,10201010,Dansk
1107,7. klasse,20,102010,1520,241,0011,1,1,84,1,1,10201010,12,1,1107,7. klasse,20,102010,1520,241,0011,96,2,10201010,Dansk
1108,8. klasse,20,102010,1520,241,0011,1,1,96,1,1,10201011,12,0,1008,8. klasse,20,102010,1520,241,0011,108,2,10201011,Dansk
1108,8. klasse,20,102010,1520,241,0011,1,1,96,1,1,10201011,12,1,1108,8. klasse,20,102010,1520,241,0011,108,2,10201011,Dansk
1109,9. klasse,20,102010,1520,244,0011,1,1,108,1,1,10201012,12,0,1009,9. klasse,20,102010,1520,244,0011,120,1,10201012,Dansk
1109,9. klasse,20,102010,1520,244,0011,1,1,108,1,1,10201012,12,1,1109,9. klasse,20,102010,1520,244,0011,120,1,10201012,Dansk
1110,10. klasse,20,102010,1530,244,0011,1,1,120,1,1,10301010,12,0,1010,10. klasse,20,102010,1530,244,0011,132,1,10301010,Dansk
1110,10. klasse,20,102010,1530,244,0011,1,1,120,1,1,10301010,12,1,1110,10. klasse,20,102010,1530,244,0011,132,1,10301010,Dansk
1111,11. klasse,20,102010,1530,244,0011,1,1,120,1,1,10301010,12,0,1011,11. klasse,20,102010,1530,244,0011,132,1,10301010,Dansk
1111,11. klasse,20,102010,1530,244,0011,1,1,120,1,1,10301010,12,1,1111,11. klasse,20,102010,1530,244,0011,132,1,10301010,Dansk
1114,Grundskole til og med 6. kl,10,101010,1510,100,0011,1,1,12,1,1,10101020,12,1,1100,Børnehaveklasse,10,101010,1510,100,0011,12,2,10101010,Dansk
1114,Grundskole til og med 6. kl,10,101010,1510,100,0011,1,1,12,1,1,10101020,12,1,1101,1. klasse,10,101010,1510,100,0011,24,2,10101011,Dansk
1114,Grundskole til og med 6. kl,10,101010,1510,100,0011,1,1,12,1,1,10101020,24,1,1102,2. klasse,10,101010,1510,100,0011,36,2,10101012,Dansk
1114,Grundskole til og med 6. kl,10,101010,1510,100,0011,1,1,12,1,1,10101020,36,1,1103,3. klasse,10,101010,1510,100,0011,48,2,10101013,Dansk
1114,Grundskole til og med 6. kl,10,101010,1510,100,0011,1,1,12,1,1,10101020,48,1,1104,4. klasse,10,101010,1510,100,0011,60,2,10101014,Dansk
1114,Grundskole til og med 6. kl,10,101010,1510,100,0011,1,1,12,1,1,10101020,60,1,1105,5. klasse,10,101010,1510,100,0011,72,2,10101015,Dansk
1114,Grundskole til og med 6. kl,10,101010,1510,100,0011,1,1,12,1,1,10101020,72,1,1106,6. klasse,10,101010,1510,100,0011,84,2,10101016,Dansk
1114,Grundskole til og med 6. kl,10,101010,1510,100,0011,1,1,12,1,1,10101020,12,1,1120,Børnehaveklasse,10,101010,1510,100,0011,12,2,10101010,Dansk
1114,Grundskole til og med 6. kl,10,101010,1510,100,0011,1,1,12,1,1,10101020,12,0,1206,6. klasse,10,101010,1510,100,0011,84,2,10101016,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,84,1,1107,7. klasse,20,102010,1520,241,0011,96,2,10201010,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,96,1,1108,8. klasse,20,102010,1520,241,0011,108,2,10201011,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,108,1,1109,9. klasse,20,102010,1520,244,0011,120,1,10201012,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,120,1,1110,10. klasse,20,102010,1530,244,0011,132,1,10301010,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,120,1,1111,11. klasse,20,102010,1530,244,0011,132,1,10301010,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,96,1,1121,1. real,20,102010,1520,241,0011,108,2,10201011,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,108,1,1122,2. real,20,102010,1520,241,0011,120,2,10201012,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,120,1,1123,3. real,20,102010,1530,244,0011,132,1,10301010,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,72,0,1206,6. klasse,10,101010,1510,100,0011,84,2,10101016,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,84,1,1207,7. klasse,20,102010,1520,241,0011,96,2,10201010,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,96,1,1208,8. klasse,20,102010,1520,241,0011,108,2,10201011,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,108,1,1209,9. klasse,20,102010,1520,244,0011,120,1,10201012,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,120,1,1210,10. klasse,20,102010,1530,244,0011,132,1,10301010,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,120,1,1410,1-årigt grundskolekursus,20,102010,1530,244,0011,132,1,10301010,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,120,1,1423,1-årigt realkursus,20,102010,1530,244,0011,132,1,10301010,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,108,1,1509,"1. år, grundsskolekursus 2-årigt",20,102010,1520,244,0011,120,2,10201012,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,120,1,1510,"2. år, grundsskolekursus 2-årigt",20,102010,1530,244,0011,132,1,10301010,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,108,1,1522,"1. år, realkursus 2-årigt",20,102010,1520,241,0011,120,2,10201012,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,120,1,1523,"2. år, realkursus 2-årigt",20,102010,1530,244,0011,132,1,10301010,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,96,1,1721,"1. år, realkursus 3-årigt",20,102010,1520,241,0011,108,2,10201011,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,108,1,1722,"2. år, realkursus 3-årigt",20,102010,1520,241,0011,120,2,10201012,Dansk
1115,Grundskole 7.-10. kl.,20,102010,1520,244,0011,1,1,0,1,1,10201020,120,1,1723,"3. år, realkursus 3-årigt",20,102010,1530,244,0011,132,1,10301010,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,1107,7. klasse,20,102010,1520,241,0011,96,2,10201010,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,1108,8. klasse,20,102010,1520,241,0011,108,2,10201011,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,1109,9. klasse,20,102010,1520,244,0011,120,1,10201012,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,1121,1. real,20,102010,1520,241,0011,108,2,10201011,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,1122,2. real,20,102010,1520,241,0011,120,2,10201012,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,1207,7. klasse,20,102010,1520,241,0011,96,2,10201010,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,1208,8. klasse,20,102010,1520,241,0011,108,2,10201011,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,1209,9. klasse,20,102010,1520,244,0011,120,1,10201012,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,1509,"1. år, grundsskolekursus 2-årigt",20,102010,1520,244,0011,120,2,10201012,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,1522,"1. år, realkursus 2-årigt",20,102010,1520,241,0011,120,2,10201012,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,1721,"1. år, realkursus 3-årigt",20,102010,1520,241,0011,108,2,10201011,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,1722,"2. år, realkursus 3-årigt",20,102010,1520,241,0011,120,2,10201012,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,2508,"8. klasse, efterskole",20,102010,1520,241,0011,108,2,10201011,Dansk
1116,Grundskole 7.-9. kl.,20,102010,1520,244,0011,1,1,84,1,1,10201020,12,1,2509,"9. klasse, efterskole",20,102010,1520,244,0011,120,1,10201012,Dansk
1117,Grundskole 10.-11. kl.,20,102010,1530,244,0011,1,1,120,1,1,10301020,12,1,1110,10. klasse,20,102010,1530,244,0011,132,1,10301010,Dansk
1117,Grundskole 10.-11. kl.,20,102010,1530,244,0011,1,1,120,1,1,10301020,12,1,1111,11. klasse,20,102010,1530,244,0011,132,1,10301010,Dansk
1117,Grundskole 10.-11. kl.,20,102010,1530,244,0011,1,1,120,1,1,10301020,12,1,1123,3. real,20,102010,1530,244,0011,132,1,10301010,Dansk
1117,Grundskole 10.-11. kl.,20,102010,1530,244,0011,1,1,120,1,1,10301020,12,1,1210,10. klasse,20,102010,1530,244,0011,132,1,10301010,Dansk
1117,Grundskole 10.-11. kl.,20,102010,1530,244,0011,1,1,120,1,1,10301020,12,1,1410,1-årigt grundskolekursus,20,102010,1530,244,0011,132,1,10301010,Dansk
1117,Grundskole 10.-11. kl.,20,102010,1530,244,0011,1,1,120,1,1,10301020,12,1,1423,1-årigt realkursus,20,102010,1530,244,0011,132,1,10301010,Dansk
1117,Grundskole 10.-11. kl.,20,102010,1530,244,0011,1,1,120,1,1,10301020,12,1,1510,"2. år, grundsskolekursus 2-årigt",20,102010,1530,244,0011,132,1,10301010,Dansk
1117,Grundskole 10.-11. kl.,20,102010,1530,244,0011,1,1,120,1,1,10301020,12,1,1523,"2. år, realkursus 2-årigt",20,102010,1530,244,0011,132,1,10301010,Dansk
1117,Grundskole 10.-11. kl.,20,102010,1530,244,0011,1,1,120,1,1,10301020,12,1,1723,"3. år, realkursus 3-årigt",20,102010,1530,244,0011,132,1,10301010,Dansk
1117,Grundskole 10.-11. kl.,20,102010,1530,244,0011,1,1,120,1,1,10301020,12,1,2510,"10. klasse, efterskole",20,102010,1530,244,0011,132,1,10301010,Dansk
1117,Grundskole 10.-11. kl.,20,102010,1530,244,0011,1,1,120,1,1,10301020,12,1,2511,"11. klasse, efterskole",20,102010,1530,244,0011,132,1,10301010,Dansk
1120,Børnehaveklasse,10,101010,1510,100,0011,1,1,0,1,1,10101010,12,1,1120,Børnehaveklasse,10,101010,1510,100,0011,12,2,10101010,Dansk
1121,1. real,20,102010,1520,241,0011,1,1,96,1,1,10201011,12,0,1021,1. real,20,102010,1520,241,0011,108,2,10201011,Dansk
1121,1. real,20,102010,1520,241,0011,1,1,96,1,1,10201011,12,0,1121,1. real,20,102010,1520,241,0011,108,2,10201011,Dansk
1122,2. real,20,102010,1520,241,0011,1,1,108,1,1,10201012,12,0,1022,2. real,20,102010,1520,241,0011,120,2,10201012,Dansk
1122,2. real,20,102010,1520,241,0011,1,1,108,1,1,10201012,12,0,1122,2. real,20,102010,1520,241,0011,120,2,10201012,Dansk
1123,3. real,20,102010,1530,244,0011,1,1,120,1,1,10301010,12,0,1023,3. real,20,102010,1530,244,0011,132,1,10301010,Dansk
1123,3. real,20,102010,1530,244,0011,1,1,120,1,1,10301010,12,0,1123,3. real,20,102010,1530,244,0011,132,1,10301010,Dansk
1140,"1.g, matematisk-sproglig fælleslinie",30,121030,2010,341,0011,2,1,120,1,1,20101011,12,0,1040,"1.g, matematisk-sproglig fælleslinie",30,121030,2010,341,0011,132,2,20101011,Dansk
1140,"1.g, matematisk-sproglig fælleslinie",30,121030,2010,341,0011,2,1,120,1,1,20101011,12,0,1140,"1.g, matematisk-sproglig fælleslinie",30,121030,2010,341,0011,132,2,20101011,Dansk
1141,"1.g, matematisk linie",30,121010,2010,341,0011,2,1,120,1,1,20101021,12,0,1041,"1.g, matematisk linie",30,121010,2010,341,0011,132,2,20101021,Dansk
1141,"1.g, matematisk linie",30,121010,2010,341,0011,2,1,120,1,1,20101021,12,0,1141,"1.g, matematisk linie",30,121010,2010,341,0011,132,2,20101021,Dansk
1142,"1.g, sproglig linie",30,121020,2010,341,0011,2,1,120,1,1,20101031,12,0,1042,"1.g, sproglig linie",30,121020,2010,341,0011,132,2,20101031,Dansk
1142,"1.g, sproglig linie",30,121020,2010,341,0011,2,1,120,1,1,20101031,12,0,1142,"1.g, sproglig linie",30,121020,2010,341,0011,132,2,20101031,Dansk
1143,"2.g, matematisk linie",30,121010,2010,341,0011,2,1,132,1,1,20101022,12,0,1143,"2.g, matematisk linie",30,121010,2010,341,0011,144,2,20101022,Dansk
1144,"2.g, sproglig linie",30,121020,2010,341,0011,2,1,132,1,1,20101032,12,0,1144,"2.g, sproglig linie",30,121020,2010,341,0011,144,2,20101032,Dansk
1145,"3.g, matematisk linie",30,121010,2010,344,0011,2,1,144,1,1,20101023,12,0,1145,"3.g, matematisk linie",30,121010,2010,344,0011,156,1,20101023,Dansk
1146,"3.g, sproglig linie",30,121020,2010,344,0011,2,1,144,1,1,20101033,12,0,1146,"3.g, sproglig linie",30,121020,2010,344,0011,156,1,20101033,Dansk
1149,"2.g, matematisk-sproglig fælleslinie",30,121030,2010,341,0011,2,1,132,1,1,20101012,12,0,1049,"2.g, matematisk-sproglig fælleslinie",30,121030,2010,341,0011,144,2,20101012,Dansk
1149,"2.g, matematisk-sproglig fælleslinie",30,121030,2010,341,0011,2,1,132,1,1,20101012,12,0,1149,"2.g, matematisk-sproglig fælleslinie",30,121030,2010,341,0011,144,2,20101012,Dansk
1151,"2.g, matematisk-fysisk linie",30,121010,2010,341,0011,2,1,132,1,1,20101022,12,0,1051,"2.g, matematisk-fysisk linie",30,121010,2010,341,0011,144,2,20101022,Dansk
1151,"2.g, matematisk-fysisk linie",30,121010,2010,341,0011,2,1,132,1,1,20101022,12,0,1151,"2.g, matematisk-fysisk linie",30,121010,2010,341,0011,144,2,20101022,Dansk
1152,"2.g, matematisk-naturfaglig linie",30,121010,2010,341,0011,2,1,132,1,1,20101022,12,0,1052,"2.g, matematisk-naturfaglig linie",30,121010,2010,341,0011,144,2,20101022,Dansk
1152,"2.g, matematisk-naturfaglig linie",30,121010,2010,341,0011,2,1,132,1,1,20101022,12,0,1152,"2.g, matematisk-naturfaglig linie",30,121010,2010,341,0011,144,2,20101022,Dansk
1153,"2.g, matematisk-samfundsfaglig linie",30,121010,2010,341,0011,2,1,132,1,1,20101022,12,0,1153,"2.g, matematisk-samfundsfaglig linie",30,121010,2010,341,0011,144,2,20101022,Dansk
1154,"2.g, matematisk-musisk linie",30,121010,2010,341,0011,2,1,132,1,1,20101022,12,0,1154,"2.g, matematisk-musisk linie",30,121010,2010,341,0011,144,2,20101022,Dansk
1155,"2.g, matematisk forsøgslinie",30,121010,2010,341,0011,2,1,132,1,1,20101022,12,0,1155,"2.g, matematisk forsøgslinie",30,121010,2010,341,0011,144,2,20101022,Dansk
1161,"2.g, nysproglig linie",30,121020,2010,341,0011,2,1,132,1,1,20101032,12,0,1061,"2.g, nysproglig linie",30,121020,2010,341,0011,144,2,20101032,Dansk
1161,"2.g, nysproglig linie",30,121020,2010,341,0011,2,1,132,1,1,20101032,12,0,1161,"2.g, nysproglig linie",30,121020,2010,341,0011,144,2,20101032,Dansk
1162,"2.g, klassisksproglig linie",30,121020,2010,341,0011,2,1,132,1,1,20101032,12,0,1062,"2.g, klassisksproglig linie",30,121020,2010,341,0011,144,2,20101032,Dansk
1162,"2.g, klassisksproglig linie",30,121020,2010,341,0011,2,1,132,1,1,20101032,12,0,1162,"2.g, klassisksproglig linie",30,121020,2010,341,0011,144,2,20101032,Dansk
1163,"2.g, samfundssproglig linie",30,121020,2010,341,0011,2,1,132,1,1,20101032,12,0,1163,"2.g, samfundssproglig linie",30,121020,2010,341,0011,144,2,20101032,Dansk
1164,"2.g, musiksproglig linie",30,121020,2010,341,0011,2,1,132,1,1,20101032,12,0,1064,"2.g, musiksproglig linie",30,121020,2010,341,0011,144,2,20101032,Dansk
1164,"2.g, musiksproglig linie",30,121020,2010,341,0011,2,1,132,1,1,20101032,12,0,1164,"2.g, musiksproglig linie",30,121020,2010,341,0011,144,2,20101032,Dansk
1165,"2.g, sproglig forsøgslinie",30,121020,2010,341,0011,2,1,132,1,1,20101032,12,0,1165,"2.g, sproglig forsøgslinie",30,121020,2010,341,0011,144,2,20101032,Dansk
1169,"3.g, matematisk-sproglig fælleslinie",30,121030,2010,344,0011,2,1,144,1,1,20101013,12,0,1069,"3.g, matematisk-sproglig fælleslinie",30,121030,2010,344,0011,156,1,20101013,Dansk
1169,"3.g, matematisk-sproglig fælleslinie",30,121030,2010,344,0011,2,1,144,1,1,20101013,12,0,1169,"3.g, matematisk-sproglig fælleslinie",30,121030,2010,344,0011,156,1,20101013,Dansk
1171,"3.g, matematisk-fysisk linie",30,121010,2010,344,0011,2,1,144,1,1,20101023,12,0,1071,"3.g, matematisk-fysisk linie",30,121010,2010,344,0011,156,1,20101023,Dansk
1171,"3.g, matematisk-fysisk linie",30,121010,2010,344,0011,2,1,144,1,1,20101023,12,0,1171,"3.g, matematisk-fysisk linie",30,121010,2010,344,0011,156,1,20101023,Dansk
1172,"3.g, matematisk-naturfaglig linie",30,121010,2010,344,0011,2,1,144,1,1,20101023,12,0,1072,"3.g, matematisk-naturfaglig linie",30,121010,2010,344,0011,156,1,20101023,Dansk
1172,"3.g, matematisk-naturfaglig linie",30,121010,2010,344,0011,2,1,144,1,1,20101023,12,0,1172,"3.g, matematisk-naturfaglig linie",30,121010,2010,344,0011,156,1,20101023,Dansk
1173,"3.g, matematisk-samfundsfaglig linie",30,121010,2010,344,0011,2,1,144,1,1,20101023,12,0,1073,"3.g, matematisk-samfundsfaglig linie",30,121010,2010,344,0011,156,1,20101023,Dansk
1173,"3.g, matematisk-samfundsfaglig linie",30,121010,2010,344,0011,2,1,144,1,1,20101023,12,0,1173,"3.g, matematisk-samfundsfaglig linie",30,121010,2010,344,0011,156,1,20101023,Dansk
1174,"3.g, matematisk-musisk linie",30,121010,2010,344,0011,2,1,144,1,1,20101023,12,0,1174,"3.g, matematisk-musisk linie",30,121010,2010,344,0011,156,1,20101023,Dansk
