UDD,TEXT,UDD_UDDANNELSESNIVEAU,UDD_FAGOMRAADE_UNDER,UDD_UDDANNELSESTYPE_UNDER,UDD_ISCED_P,UDD_ISCED_F,OMR,MINI,PRIO,TP,L,UDD_HOVEDOMRAADE_DETALJERET,NRMA,AKTIV,AUDD,ATEXT,AUDD_UDDANNELSESNIVEAU,AUDD_FAGOMRAADE_UNDER,AUDD_UDDANNELSESTYPE_UNDER,AUDD_ISCED_P,AUDD_ISCED_F,PRIA,KOMP,AUDD_HOVEDOMRAADE_DETALJERET,UNDERVISNINGSSPROG
5290,IT Technology,50,553520,4010,554,0714,4,10,156,1,1,40582010,24,1,5133,IT-teknolog,50,553520,4010,554,0714,180,3,40582010,Engelsk
5290,IT Technology,50,553520,4010,554,0714,4,10,156,1,1,40582010,24,0,5162,"IT-teknolog, netværksteknologi",50,553520,4010,554,0714,180,3,40582010,Engelsk
5291,Produktionsteknolog,50,555055,4010,554,0722,4,10,156,1,1,40585020,24,1,5136,Produktionsteknolog,50,555055,4010,554,0722,180,3,40585020,Dansk
5292,Production Technology,50,555055,4010,554,0722,4,10,156,1,1,40585020,24,1,5136,Produktionsteknolog,50,555055,4010,554,0722,180,3,40585020,Engelsk
5293,Multimediedesigner,50,271015,4010,554,0211,4,10,156,1,1,40241510,24,1,5082,Multimediedesigner,50,271015,4010,554,0211,180,3,40241510,Dansk
5294,Multimedia Design,50,271015,4010,554,0211,4,10,156,1,1,40241510,24,1,5082,Multimediedesigner,50,271015,4010,554,0211,180,3,40241510,Engelsk
5295,Fiskeriteknolog,50,603510,4010,554,0831,4,10,156,1,1,40751510,24,1,5295,Fiskeriteknolog,50,603510,4010,554,0831,180,3,40751510,Dansk
5296,Markedsføringsøkonom,50,403010,4010,554,0414,4,10,156,1,1,40382510,24,1,5123,Markedsføringsøkonom,50,403010,4010,554,0414,180,3,40382510,Dansk
5297,Marketing Management,50,403010,4010,554,0414,4,10,156,1,1,40382510,24,1,5123,Markedsføringsøkonom,50,403010,4010,554,0414,180,3,40382510,Engelsk
5299,Adgangseksamen til ingeniøruddannelsen,30,551510,2590,344,0710,4,10,144,1,1,35201010,18,1,5298,"Adgangseksamen til ingeniøruddannelsen 1,5 år",30,551510,2590,344,0710,156,1,35201010,Dansk
5299,Adgangseksamen til ingeniøruddannelsen,30,551510,2590,344,0710,4,10,144,1,1,35201010,12,1,5299,Adgangseksamen til ingeniøruddannelsen,30,551510,2590,344,0710,156,1,35201010,Dansk
5300,"Bygning, teknikumingeniør",60,581010,6020,655,0730,4,10,156,1,1,50592510,36,0,5301,"Bygge og anlæg, teknikumingeniør",60,581010,6020,655,0730,192,3,50592510,Dansk
5300,"Bygning, teknikumingeniør",60,581010,6020,655,0730,4,10,156,1,1,50592510,36,0,5302,"Husbygning, teknikumingeniør",60,581010,6020,655,0730,192,3,50592510,Dansk
5300,"Bygning, teknikumingeniør",60,581010,6020,655,0730,4,10,156,1,1,50592510,36,0,5303,"Agroanlæg, teknikumingeniør",60,581010,6020,655,0730,192,3,50592510,Dansk
5301,"Byggeri og anlæg, ing.prof.bach.",60,582050,5520,655,0732,4,10,156,1,1,50581515,42,1,5252,"Byggeri og anlæg, ing.prof.bach.",60,582050,5520,655,0732,198,3,50581515,Dansk
5302,"Civil Engineering, ing.prof.bach.",60,582050,5520,655,0732,4,10,156,1,1,50581515,42,1,5252,"Byggeri og anlæg, ing.prof.bach.",60,582050,5520,655,0732,198,3,50581515,Engelsk
5303,"Klima og forsyningsteknik, ing.prof.bach.",60,553030,5520,655,0713,4,10,156,1,1,50581515,42,1,5266,"Klima og forsyningsteknik, ing.prof.bach.",60,553030,5520,655,0713,198,3,50581515,Dansk
5304,"Climate and Supply Engineering, ing.prof.bach.",60,553030,5520,655,0713,4,10,180,1,1,50581515,24,1,5266,"Klima og forsyningsteknik, ing.prof.bach.",60,553030,5520,655,0713,198,3,50581515,Engelsk
5305,"Elektroteknik, teknikumingeniør",60,553510,6020,655,0714,4,10,156,1,1,50593510,36,0,5306,"Stærkstrøm, teknikumingeniør",60,553030,6020,655,0713,192,3,50594015,Dansk
5305,"Elektroteknik, teknikumingeniør",60,553510,6020,655,0714,4,10,156,1,1,50593510,36,0,5307,"Svagstrøm, teknikumingeniør",60,553510,6020,655,0714,192,3,50593510,Dansk
5306,"Softwareteknologi, ing.prof.bach.",60,501095,5520,655,0618,4,10,156,1,1,50582010,42,1,5267,"Softwareteknologi, ing.prof.bach.",60,501095,5520,655,0618,198,3,50582010,Dansk
5307,"Software Technology, ing.prof.bach.",60,501095,5520,655,0618,4,10,156,1,1,50582010,42,1,5267,"Softwareteknologi, ing.prof.bach.",60,501095,5520,655,0618,198,3,50582010,Engelsk
5308,"Proces og innovation, ing.prof.bach.",60,501090,5520,655,0618,4,10,156,1,1,50589510,42,1,5308,"Proces og innovation, ing.prof.bach.",60,501090,5520,655,0618,198,3,50589510,Dansk
5309,"Fødevaresikkerhed og -kvalitet, ing.prof.bach.",60,453015,5520,655,0518,4,10,156,1,1,50751510,42,1,5309,"Fødevaresikkerhed og -kvalitet, ing.prof.bach.",60,453015,5520,655,0518,198,3,50751510,Dansk
5310,"Maskinretning, teknikumingeniør",60,573020,6020,655,0715,4,10,156,1,1,50595010,36,0,5311,"Maskin, mekanisk-termisk, teknikumingeniør",60,573020,6020,655,0715,192,3,50595010,Dansk
5310,"Maskinretning, teknikumingeniør",60,573020,6020,655,0715,4,10,156,1,1,50595010,36,0,5312,"Maskin, mekanisk teknologi, teknikumingeniør",60,573020,6020,655,0715,192,3,50595010,Dansk
5310,"Maskinretning, teknikumingeniør",60,573020,6020,655,0715,4,10,156,1,1,50595010,36,0,5313,"Maskin, skibsteknik, teknikumingeniør",60,574030,6020,655,0716,192,3,50595010,Dansk
5310,"Maskinretning, teknikumingeniør",60,573020,6020,655,0715,4,10,156,1,1,50595010,36,0,5314,"Maskin, procesteknologi, teknikumingeniør",60,573020,6020,655,0715,192,3,50595010,Dansk
5310,"Maskinretning, teknikumingeniør",60,573020,6020,655,0715,4,10,156,1,1,50595010,48,0,5316,"Maskin, energi, teknikumingeniør",60,573020,6020,655,0715,204,3,50595010,Dansk
5310,"Maskinretning, teknikumingeniør",60,573020,6020,655,0715,4,10,156,1,1,50595010,48,0,5317,"Maskin, konstruktion, teknikumingeniør",60,573020,6020,655,0715,204,3,50595010,Dansk
5310,"Maskinretning, teknikumingeniør",60,573020,6020,655,0715,4,10,156,1,1,50595010,48,0,5318,"Maskin, produktion, teknikumingeniør",60,573020,6020,655,0715,204,3,50595010,Dansk
5310,"Maskinretning, teknikumingeniør",60,573020,6020,655,0715,4,10,156,1,1,50595010,36,0,5320,"Skibsbygning, teknikumingeniør",60,574030,6020,655,0716,192,3,50595010,Dansk
5310,"Maskinretning, teknikumingeniør",60,573020,6020,655,0715,4,10,156,1,1,50595010,48,0,5321,"Skibsbygning, produktion, teknikumingeniør",60,574030,6020,655,0716,204,3,50595010,Dansk
5310,"Maskinretning, teknikumingeniør",60,573020,6020,655,0715,4,10,156,1,1,50595010,48,0,5322,"Skibsbygning, maskin, teknikumingeniør",60,574030,6020,655,0716,204,3,50595010,Dansk
5310,"Maskinretning, teknikumingeniør",60,573020,6020,655,0715,4,10,156,1,1,50595010,48,0,5323,"Skibskonstruktion, teknikumingeniør",60,574030,6020,655,0716,204,3,50595010,Dansk
5311,"Maskinteknologi, ing.prof.bach.",60,573020,5520,655,0715,4,10,156,1,1,50583015,42,1,5277,"Maskinteknologi, ing.prof.bach.",60,573020,5520,655,0715,198,3,50583015,Dansk
5312,"Mechanical Engineering, ing.prof.bach.",60,573020,5520,655,0715,4,10,156,1,1,50583015,42,1,5277,"Maskinteknologi, ing.prof.bach.",60,573020,5520,655,0715,198,3,50583015,Engelsk
5315,"Produktion, teknikumingeniør",60,551010,6020,655,0700,4,10,156,1,1,50597010,36,0,5315,"Produktion, teknikumingeniør",60,551010,6020,655,0700,192,3,50597010,Dansk
5324,"Lyddesign, prof.bach.",60,271530,5510,655,0211,4,10,156,1,1,50244010,42,1,5324,"Lyddesign, prof.bach.",60,271530,5510,655,0211,198,3,50244010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5300,"Elektroteknik, teknikumingeniør",60,581010,6020,655,0730,192,3,50592510,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5301,"Bygge og anlæg, teknikumingeniør",60,581010,6020,655,0730,192,3,50592510,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5302,"Husbygning, teknikumingeniør",60,581010,6020,655,0730,192,3,50592510,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5303,"Agroanlæg, teknikumingeniør",60,581010,6020,655,0730,192,3,50592510,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5304,"Bygning og erhvervsøkonomi, teknikumingeniør",60,582060,6020,655,0738,192,3,50592510,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5305,"Elektro, teknikumingeniør",60,553520,6020,655,0714,192,3,50593510,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5306,"Stærkstrøm, teknikumingeniør",60,553030,6020,655,0713,192,3,50594015,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5307,"Svagstrøm, teknikumingeniør",60,553510,6020,655,0714,192,3,50593510,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5310,"Maskinretning, teknikumingeniør",60,573020,6020,655,0715,192,3,50595010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5311,"Maskin, mekanisk-termisk, teknikumingeniør",60,573020,6020,655,0715,192,3,50595010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5312,"Maskin, mekanisk teknologi, teknikumingeniør",60,573020,6020,655,0715,192,3,50595010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5313,"Maskin, skibsteknik, teknikumingeniør",60,574030,6020,655,0716,192,3,50595010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5314,"Maskin, procesteknologi, teknikumingeniør",60,573020,6020,655,0715,192,3,50595010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5315,"Produktion, teknikumingeniør",60,551010,6020,655,0700,192,3,50597010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,48,0,5316,"Maskin, energi, teknikumingeniør",60,573020,6020,655,0715,204,3,50595010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,48,0,5317,"Maskin, konstruktion, teknikumingeniør",60,573020,6020,655,0715,204,3,50595010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,48,0,5318,"Maskin, produktion, teknikumingeniør",60,573020,6020,655,0715,204,3,50595010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5319,"Maskin, mekanisk anlæg, teknikumingeniør",60,573020,6020,655,0715,192,3,50595010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5320,"Skibsbygning, teknikumingeniør",60,574030,6020,655,0716,192,3,50595010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,48,0,5321,"Skibsbygning, produktion, teknikumingeniør",60,574030,6020,655,0716,204,3,50595010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,48,1,5322,"Skibsbygning, maskin, teknikumingeniør",60,574030,6020,655,0716,204,3,50595010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,48,0,5323,"Skibskonstruktion, teknikumingeniør",60,574030,6020,655,0716,204,3,50595010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,1,5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,192,3,50591010,Dansk
5325,"Modulordning, teknikumingeniør",60,551510,6020,655,0710,4,10,156,1,1,50591010,36,0,5330,"Kemi, teknikumingeniør",60,552015,6020,655,0711,192,3,50591520,Dansk
5326,"Produktudvikling og teknisk integration (overbygning), prof.bach.",60,554015,5510,655,0718,20,10,180,1,1,50585020,18,0,3184,"It og elektronik, prof.bach.",60,555087,5510,655,0728,198,3,50585020,Dansk
5326,"Produktudvikling og teknisk integration (overbygning), prof.bach.",60,554015,5510,655,0718,20,10,180,1,1,50585020,18,0,3185,"Installation og automation, prof.bach.",60,552510,5510,655,0712,198,3,50585020,Dansk
5326,"Produktudvikling og teknisk integration (overbygning), prof.bach.",60,554015,5510,655,0718,20,10,180,1,1,50585020,18,0,3283,"Udvikling af produkter og produktion, prof.bach.",60,555086,5510,655,0728,198,3,50585020,Dansk
5326,"Produktudvikling og teknisk integration (overbygning), prof.bach.",60,554015,5510,655,0718,20,10,180,1,1,50585020,18,0,5326,"Produktudvikling og teknisk integration (overbygning), prof.bach.",60,554015,5510,655,0718,198,3,50585020,Dansk
5327,"Business Development Engineer, ing.prof.bach.",60,554015,5520,655,0718,4,10,156,1,1,50589510,54,1,5327,"Business Development Engineer, ing.prof.bach.",60,554015,5520,655,0718,210,3,50589510,Dansk
5328,"Teknologi og økonomi, ing.prof.bach.",60,554015,5520,655,0718,4,10,156,1,1,50589510,42,0,5328,"Teknologi og økonomi, ing.prof.bach.",60,554015,5520,655,0718,198,3,50589510,Dansk
5329,"Design og innovation, ingeniør prof.bach.",60,555086,5520,655,0728,4,10,156,1,1,50585020,42,1,5329,"Design og innovation, ingeniør prof.bach.",60,555086,5520,655,0728,198,3,50585020,Dansk
5331,"Eksport og teknologi, ing.prof.bach.",60,554015,5520,655,0718,4,10,156,1,1,50589530,54,0,5331,"Eksport og teknologi, ing.prof.bach.",60,554015,5520,655,0718,210,3,50589530,Dansk
5332,"Diplomingeniør, prof.bach. una",60,551510,5520,655,0710,4,10,156,1,1,50581010,42,0,5332,"Diplomingeniør, prof.bach. una",60,551510,5520,655,0710,198,3,50581010,Dansk
5333,"Maskin, ing.prof.bach.",60,573020,5520,655,0715,4,10,156,1,1,50583015,42,0,5333,"Maskin, ing.prof.bach.",60,573020,5520,655,0715,198,3,50583015,Dansk
5334,"Stærkstrøm, ing.prof.bach.",60,553030,5520,655,0713,4,10,156,1,1,50582510,42,0,5334,"Stærkstrøm, ing.prof.bach.",60,553030,5520,655,0713,198,3,50582510,Dansk
5335,"Bygning, ing.prof.bach.",60,581010,5520,655,0730,4,10,156,1,1,50581515,42,0,5335,"Bygning, ing.prof.bach.",60,581010,5520,655,0730,198,3,50581515,Dansk
5336,"Produktion, ing.prof.bach.",60,551010,5520,655,0700,4,10,156,1,1,50585020,42,0,5336,"Produktion, ing.prof.bach.",60,551010,5520,655,0700,198,3,50585020,Dansk
5337,"Svagstrøm, ing.prof.bach.",60,553510,5520,655,0714,4,10,156,1,1,50582020,42,0,5337,"Svagstrøm, ing.prof.bach.",60,553510,5520,655,0714,198,3,50582020,Dansk
5338,"Elektronik og IT, ing.prof.bach.",60,553520,5520,655,0714,4,10,156,1,1,50582010,42,0,5338,"Elektronik og IT, ing.prof.bach.",60,553520,5520,655,0714,198,3,50582010,Dansk
5339,"Kemi, ing.prof.bach.",60,552015,5520,655,0711,4,10,156,1,1,50584510,42,0,5339,"Kemi, ing.prof.bach.",60,552015,5520,655,0711,198,3,50584510,Dansk
5340,Diplomingeniør prof.bach.,60,551510,5520,655,0710,4,10,156,1,1,50581010,42,0,5344,"IT for datamatiker, ingeniør prof.bach.",60,501015,5520,655,0612,198,3,50582015,Dansk
5340,Diplomingeniør prof.bach.,60,551510,5520,655,0710,4,10,156,1,1,50581010,42,0,5346,"Bygningsdesign, ing.prof.bach.",60,581510,5520,655,0731,198,3,50581515,Dansk
5341,"Materialeteknologi, ingeniør prof.bach.",60,555070,5520,655,0723,4,10,156,1,1,50585015,42,0,5340,"Materialeteknologi, ingeniør prof.bach.",60,555070,5520,655,0723,198,3,50585015,Dansk
5342,Levnedsmiddelingeniør,60,453015,6010,655,0518,4,10,156,1,1,50751010,42,1,5342,Levnedsmiddelingeniør,60,453015,6020,655,0518,198,3,50751010,Dansk
5343,"IT, ing.prof.bach.",60,501090,5520,655,0618,4,10,156,1,1,50582010,42,0,5343,"IT, ing.prof.bach.",60,501090,5520,655,0618,198,3,50582010,Dansk
5344,"IT for datamatiker, ingeniør prof.bach.",60,501015,5520,655,0612,4,10,156,1,1,50582015,42,1,5344,"IT for datamatiker, ingeniør prof.bach.",60,501015,5520,655,0612,198,3,50582015,Dansk
5345,"Arktisk byggeri og infrastruktur, ing.prof.bach.",60,582060,5520,655,0738,4,10,156,1,1,50581515,48,1,5345,"Arktisk byggeri og infrastruktur, ing.prof.bach.",60,582060,5520,655,0738,204,3,50581515,Dansk
5346,"Bygningsdesign, ing.prof.bach.",60,581510,5520,655,0731,4,10,156,1,1,50581515,42,1,5346,"Bygningsdesign, ing.prof.bach.",60,581510,5520,655,0731,198,3,50581515,Dansk
5347,"Bæredygtig energiteknik, ing.prof.bach.",60,553025,5520,655,0713,4,10,156,1,1,50582510,42,1,5347,"Bæredygtig energiteknik, ing.prof.bach.",60,553025,5520,655,0713,198,3,50582510,Dansk
5348,"Bygning, akademiingeniør",60,581010,6020,655,0730,4,10,156,1,1,50592510,42,0,5350,"Bygning, akademiingeniør",60,581010,6020,655,0730,198,3,50592510,Dansk
5349,"Information, akademiingeniør",60,501095,6020,655,0618,4,10,168,1,1,50593010,30,0,5349,"Information, akademiingeniør",60,501095,6020,655,0618,198,3,50593010,Dansk
5350,"Bygning, akademiingeniør",60,581010,6020,655,0730,4,10,156,1,1,50592510,42,0,5350,"Bygning, akademiingeniør",60,581010,6020,655,0730,198,3,50592510,Dansk
5351,"Anlæg, akademiingeniør",60,581010,6020,655,0730,4,10,168,1,1,50592510,30,0,5351,"Anlæg, akademiingeniør",60,581010,6020,655,0730,198,3,50592510,Dansk
5352,"Elektro, akademiingeniør",60,553510,6020,655,0714,4,10,156,1,1,50593510,42,0,5341,"Datamatik, akademiingeniør",60,501015,6020,655,0612,198,3,50593010,Dansk
5352,"Elektro, akademiingeniør",60,553510,6020,655,0714,4,10,156,1,1,50593510,42,0,5352,"Elektronik, akademiingeniør",60,553510,6020,655,0714,198,3,50593510,Dansk
5352,"Elektro, akademiingeniør",60,553510,6020,655,0714,4,10,156,1,1,50593510,42,0,5353,"Stærkstrøm, akademiingeniør",60,553030,6020,655,0713,198,3,50594015,Dansk
5352,"Elektro, akademiingeniør",60,553510,6020,655,0714,4,10,156,1,1,50593510,42,0,5354,"Svagstrøm, akademiingeniør",60,553510,6020,655,0714,198,3,50593510,Dansk
5353,"Eksport og teknologi, ing.prof.bach.",60,554015,5520,655,0718,4,10,156,1,1,50589530,54,1,5331,"Eksport og teknologi, ing.prof.bach.",60,554015,5520,655,0718,210,3,50589530,Dansk
5354,"Global Business Engineering, ing.prof.bach.",60,554015,5520,655,0718,4,10,156,1,1,50589530,54,1,5331,"Eksport og teknologi, ing.prof.bach.",60,554015,5520,655,0718,210,3,50589530,Engelsk
5355,"Kemi, akademiingeniør",60,552015,6020,655,0711,4,10,156,1,1,50591520,42,0,5355,"Kemi, akademiingeniør",60,552015,6020,655,0711,198,3,50591520,Dansk
5356,"Energi, akademiingeniør",60,553025,6020,655,0713,4,10,168,1,1,50594015,30,0,5356,"Energi, akademiingeniør",60,553025,6020,655,0713,198,3,50594015,Dansk
5357,"Maskin, akademiingeniør",60,573020,6020,655,0715,4,10,156,1,1,50595010,42,0,5357,"Maskin, akademiingeniør",60,573020,6020,655,0715,198,3,50595010,Dansk
5358,"Industri, akademiingeniør",60,573020,6020,655,0715,4,10,168,1,1,50595010,30,0,5358,"Industri, akademiingeniør",60,573020,6020,655,0715,198,3,50595010,Dansk
5359,"Teknisk manager offshore (overbygning), prof.bach.",60,555082,5510,655,0724,20,10,180,1,1,50589515,24,1,5359,"Teknisk manager offshore (overbygning), prof.bach.",60,555082,5510,655,0724,204,3,50589515,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,1,5360,Civilingeniør una,70,551510,7020,747,0710,216,3,70591010,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5365,"Bygning-almen, civilingeniør",70,582050,7020,747,0732,216,3,70592510,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5366,"Anvendt mekanik, civilingeniør cand.polyt.",70,573020,7020,747,0715,216,3,70595010,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5367,"Husbygning, civilingeniør",70,582050,7020,747,0732,216,3,70592510,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5368,"Teknisk hygiejne, civilingeniør",70,582055,7020,747,0732,216,3,70592510,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5369,"Trafik- og byplanlægning, civilingeniør",70,582050,7020,747,0732,216,3,70592515,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5370,"Vandbygning-fundament, civilingeniør",70,582050,7020,747,0732,216,3,70592510,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5375,"Stærkstrøm, civilingeniør",70,553030,7020,747,0713,216,3,70594015,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5376,"Svagstrøm, civilingeniør",70,553510,7020,747,0714,216,3,70593510,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5377,"Elektro-fysik, civilingeniør",70,553520,7020,747,0714,216,3,70596510,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5390,"Fysik, civilingeniør",70,553520,7020,747,0714,216,3,70596510,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5391,"Energi, civilingeniør",70,553025,7020,747,0713,216,3,70594015,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5392,"Konstruktion maskin, civilingeniør",70,573020,7020,747,0715,216,3,70595010,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5393,"Proces-teknik, civilingeniør",70,551510,7020,747,0710,216,3,70591010,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5394,"Driftsteknik, civilingeniør",70,551510,7020,747,0710,216,3,70591010,Dansk
5360,Civilingeniør una,70,551510,7020,746,0710,4,10,156,1,1,70591010,60,0,5395,"Skibs- og havteknik, civilingeniør",70,574030,7020,747,0716,216,3,70599530,Dansk
5361,"Bygning, civilingeniør 2år",70,582050,7020,746,0732,4,10,156,1,1,70592510,60,0,5361,"Bygning, civilingeniør",70,582050,7020,747,0732,216,3,70592510,Dansk
5362,"Elektronik, civilingeniør 2år",70,553510,7020,746,0714,4,10,156,1,1,70593510,60,0,5362,"Elektronik, civilingeniør",70,553510,7020,747,0714,216,3,70593510,Dansk
5363,"Kemi, civilingeniør 2år",70,454010,7020,746,0531,4,10,156,1,1,70591520,60,0,5363,"Kemi, cand.polyt.",70,454010,7020,747,0531,216,3,70591520,Dansk
5364,"Maskin, civilingeniør 2år",70,573020,7020,746,0715,4,10,156,1,1,70595010,60,0,5364,"Maskin, civilingeniør",70,573020,7020,747,0715,216,3,70595010,Dansk
5365,"Bygning-almen, civilingeniør 2år",70,582050,7020,746,0732,4,10,156,1,1,70592510,60,0,5365,"Bygning-almen, civilingeniør",70,582050,7020,747,0732,216,3,70592510,Dansk
5385,"Teknologibaseret forretningsudvikling, civilingeniør 2år",70,554015,7020,747,0718,4,10,192,1,1,70599515,24,1,5385,"Teknologibaseret forretningsudvikling, cand.polyt.",70,554015,7020,747,0718,216,3,70599515,Engelsk
5387,"Miljøteknologi, civilingeniør 2år",70,552510,7020,747,0712,4,10,192,1,1,70595510,24,1,5387,"Miljøteknologi, cand.polyt.",70,552510,7020,747,0712,216,3,70595510,Engelsk
5388,"Virksomhedssystemer, civilingeniør 2år",70,554015,7020,747,0718,4,10,192,1,1,70599515,24,1,5388,"Virksomhedssystemer, cand.polyt.",70,554015,7020,747,0718,216,3,70599515,Engelsk
5391,"Energi, civilingeniør 2år",70,553025,7020,746,0713,4,10,156,1,1,70594015,60,0,5391,"Energi, civilingeniør",70,553025,7020,747,0713,216,3,70594015,Dansk
5397,"Software engineering, civilingeniør 2år",70,501090,7020,747,0618,4,10,192,1,1,70593010,24,1,5397,"Software engineering, cand.polyt.",70,501090,7020,747,0618,216,3,70593010,Engelsk
5399,"Teknisk videnskab, ph.d.",80,551510,8010,844,0710,15,10,216,1,1,80591010,36,1,5399,"Teknisk videnskab, ph.d.",80,551510,8010,844,0710,252,3,80591010,Dansk
5400,"Landbrugsvidenskab, kand.",70,601530,7010,746,0811,4,10,156,1,1,70802010,60,1,5400,"Agronomi, cand.agro.",70,601530,7010,747,0811,216,3,70802010,Dansk
5401,"Jordbrugsøkonomi, kand.",70,602510,7010,746,0818,4,10,156,1,1,70802015,24,1,5400,"Agronomi, cand.agro.",70,601530,7010,747,0811,216,3,70802010,Dansk
5401,"Jordbrugsøkonomi, kand.",70,602510,7010,746,0818,4,10,156,1,1,70802015,60,0,5401,"Jordbrugsøkonomi, cand.agro.øk.",70,602510,7010,747,0818,216,3,70802015,Dansk
5401,"Jordbrugsøkonomi, kand.",70,602510,7010,746,0818,4,10,156,1,1,70802015,60,0,5404,"Jordbrugsøkonomi, cand.oecon.agro.",70,602510,7010,747,0818,216,3,70802015,Dansk
5403,"Mejeribrug, kand.",70,555015,7010,746,0721,4,10,156,1,1,70752515,60,0,5403,"Mejeribrugsvidenskab, c.lact.",70,555015,7010,747,0721,216,3,70752515,Dansk
5405,"Fødevarevidenskab, kand.",70,453015,7010,746,0518,4,10,156,1,1,70752510,60,0,5406,"Fødevarevidenskab, c.brom.",70,453015,7010,747,0518,216,3,70752510,Dansk
5407,"Havebrugsvidenskab, kand.",70,602035,7010,746,0812,4,10,156,1,1,70804510,60,0,5408,"Havebrugsvidenskab, cand.hort.",70,602035,7010,747,0812,216,3,70804510,Dansk
5409,"Havebrugsvidenskab, anlæg, kand.",70,581525,7010,746,0731,4,10,156,1,1,70804510,60,0,5409,"Landskabsarkitektur, cand.hort.arch.",70,581525,7010,747,0731,216,3,70804510,Dansk
5410,"Agricultural Development, kand.2år",70,601530,7010,747,0811,4,10,192,1,1,70804010,24,1,5410,"Agricultural Development, cand.scient.",70,601530,7010,747,0811,216,3,70804010,Engelsk
5411,"Skovbrugsvidenskab, kand.",70,603015,7010,746,0821,4,10,156,1,1,70803510,60,1,5412,"Skovbrugsvidenskab, c.silv.",70,603015,7010,747,0821,216,3,70803510,Dansk
