SEKVENS;KODE;NIVEAU;TITEL;GENERELLE_NOTER;INKLUDERER;INKLUDERER_OGSÅ;EKSKLUDERER;PARAGRAF;MÅLEENHED
814;"713110";5;Bygningsmaler- og tapetsererarbejde;;;;;;
815;"713120";5;Skibsmalerarbejde;;;;;;
816;"7132";4;Sprøjtelakererarbejde;;;;;;
817;"713200";5;Sprøjtelakererarbejde;;;;;;
818;"7133";4;Rensning af bygninger;;;;;;
819;"713310";5;Skorstensfejerarbejde;;;;;;
820;"713320";5;Kemisk og mekanisk rensning af bygningsoverflader;;;;;;
821;"72";2;Metal- og maskinarbejde;;;;;;
822;"721";3;Pladearbejde, svejsning og beslægtede funktioner;;;;;;
823;"7211";4;Formning og støbning af emner i metal;;;;;;
824;"721100";5;Formning og støbning af emner i metal;;;;;;
825;"7212";4;Svejsearbejde og skærebrænding;;;;;;
826;"721200";5;Svejsearbejde og skærebrænding;;;;;;
827;"7213";4;Pladesmedarbejde;;;;;;
828;"721300";5;Pladesmedarbejde;;;;;;
829;"7214";4;Stålkonstruktionsarbejde;;;;;;
830;"721400";5;Stålkonstruktionsarbejde;;;;;;
831;"7215";4;Riggerarbejde;;;;;;
832;"721500";5;Riggerarbejde;;;;;;
833;"722";3;Smede, værktøjsmagere og beslægtede funktioner;;;;;;
834;"7221";4;Smedearbejde;;;;;;
835;"722100";5;Smedearbejde;;;;;;
836;"7222";4;Værktøjsmagerarbejde;;;;;;
837;"722200";5;Værktøjsmagerarbejde;;;;;;
838;"7223";4;Operatør- og opstillingsarbejde af metalforarbejdningsmaskiner;;;;;;
839;"722300";5;Operatør- og opstillingsarbejde af metalforarbejdningsmaskiner;;;;;;
840;"7224";4;Arbejde med polering og slibning af emner i metal;;;;;;
841;"722400";5;Arbejde med polering og slibning af emner i metal;;;;;;
842;"723";3;Mekanikerarbejde;;;;;;
843;"7231";4;Mekanikerarbejde inden for motorkøretøjer;;;;;;
844;"723110";5;Mekanikerarbejde, person- og varevogne;;;;;;
845;"723120";5;Mekanikerarbejde, lastvogne;;;;;;
846;"723190";5;Mekanikerarbejde, andre områder;;;;;;
847;"7232";4;Flymekanikerarbejde;;;;;;
848;"723200";5;Flymekanikerarbejde;;;;;;
849;"7233";4;Mekanikerarbejde, landbrugs- og industrimaskiner;;;;;;
850;"723300";5;Mekanikerarbejde, landbrugs- og industrimaskiner;;;;;;
851;"7234";4;Mekanikerarbejde, cykler og tilsvarende køretøjer;;;;;;
852;"723400";5;Mekanikerarbejde, cykler og tilsvarende køretøjer;;;;;;
853;"73";2;Præcisionshåndværk og grafisk arbejde;;;;;;
854;"731";3;Præcisionshåndværk;;;;;;
855;"7311";4;Finmekanikerarbejde;;;;;;
856;"731100";5;Finmekanikerarbejde;;;;;;
857;"7312";4;Håndfremstilling af musikinstrumenter;;;;;;
858;"731200";5;Håndfremstilling af musikinstrumenter;;;;;;
859;"7313";4;Juveler-, guld- og sølvsmedearbejde;;;;;;
860;"731300";5;Juveler-, guld- og sølvsmedearbejde;;;;;;
861;"7314";4;Pottemagerarbejde og beslægtede funktioner;;;;;;
862;"731400";5;Pottemagerarbejde og beslægtede funktioner;;;;;;
863;"7315";4;Glaspusterarbejde og arbejde med færdiggørelse af glasprodukter;;;;;;
864;"731500";5;Glaspusterarbejde og arbejde med færdiggørelse af glasprodukter;;;;;;
865;"7316";4;Skiltemaler-, dekoratør- og gravørarbejde;;;;;;
866;"731610";5;Skiltemalerarbejde;;;;;;
867;"731620";5;Porcelænsmalerarbejde;;;;;;
868;"731690";5;Andet male- og dekorationsarbejde inden for præcisionshåndværk;;;;;;
869;"7317";4;Håndfremstilling af produkter i træ og tilsvarende materialer;;;;;;
870;"731700";5;Håndfremstilling af produkter i træ og tilsvarende materialer;;;;;;
871;"7318";4;Håndfremstilling af produkter i tekstil, læder og tilsvarende materialer;;;;;;
872;"731800";5;Håndfremstilling af produkter i tekstil, læder og tilsvarende materialer;;;;;;
873;"7319";4;Andet præcisionshåndværk;;;;;;
874;"731900";5;Andet præcisionshåndværk;;;;;;
875;"732";3;Grafisk arbejde;;;;;;
876;"7321";4;Prepressarbejde og grafisk formfremstilling;;;;;;
877;"732100";5;Prepressarbejde og grafisk formfremstilling;;;;;;
878;"7322";4;Trykkerarbejde;;;;;;
879;"732200";5;Trykkerarbejde;;;;;;
880;"7323";4;Arbejde med færdiggørelse og indbinding af trykte produkter;;;;;;
881;"732300";5;Arbejde med færdiggørelse og indbinding af trykte produkter;;;;;;
882;"74";2;Arbejde inden for det elektriske og elektroniske område;;;;;;
883;"741";3;Installation- og reparation af elektrisk udstyr;;;;;;
884;"7411";4;Elektrikerarbejde;;;;;;
885;"741100";5;Elektrikerarbejde;;;;;;
886;"7412";4;Elektromekanikerarbejde;;;;;;
887;"741200";5;Elektromekanikerarbejde;;;;;;
888;"7413";4;Installation og reparation af elektrisk ledningsføring inden for forsyningsvirksomhed;;;;;;
889;"741300";5;Installation og reparation af elektrisk ledningsføring inden for forsyningsvirksomhed;;;;;;
890;"742";3;Installation og reparation af elektronik og telekommunikation;;;;;;
891;"7421";4;Elektronikmekanikerarbejde;;;;;;
892;"742100";5;Elektronikmekanikerarbejde;;;;;;
893;"7422";4;Installation og service inden for informations- og kommunikationsteknologi;;;;;;
894;"742200";5;Installation og service inden for informations- og kommunikationsteknologi;;;;;;
895;"75";2;Fødevarefremstilling, snedkeriarbejde, beklædningsfremstilling og beslægtede håndværk;;;;;;
896;"751";3;Arbejde inden for nærings- og nydelsesmiddelområdet;;;;;;
897;"7511";4;Slagterarbejde, fiskehandel og beslægtet arbejde inden for fødevarefremstilling;;;;;;
898;"751110";5;Slagterarbejde i detailhandelen;;;;;;
899;"751120";5;Håndforarbejdning af fisk og skaldyr i detailhandelen;;;;;;
900;"751190";5;Anden håndforarbejdning af fødevarer i detailhandelen;;;;;;
901;"7512";4;Bager- og konditorarbejde, ekskl. industri;;;;;;
902;"751200";5;Bager- og konditorarbejde, ekskl. industri;;;;;;
903;"7513";4;Fremstilling af mejeriprodukter;;;;;;
904;"751300";5;Fremstilling af mejeriprodukter;;;;;;
905;"7514";4;Fremstilling og konservering af frugt, grøntsager og tilsvarende produkter;;;;;;
906;"751400";5;Fremstilling og konservering af frugt, grøntsager og tilsvarende produkter;;;;;;
907;"7515";4;Prøvesmagning af nærings- og nydelsesmidler;;;;;;
908;"751500";5;Prøvesmagning af nærings- og nydelsesmidler;;;;;;
909;"7516";4;Fremstilling af tobaksprodukter;;;;;;
910;"751600";5;Fremstilling af tobaksprodukter;;;;;;
911;"752";3;Håndværkspræget arbejde i træindustri;;;;;;
912;"7521";4;Håndværkspræget træimprægneringsarbejde;;;;;;
913;"752100";5;Håndværkspræget træimprægneringsarbejde;;;;;;
914;"7522";4;Møbelsnedkerarbejde;;;;;;
915;"752200";5;Møbelsnedkerarbejde;;;;;;
916;"7523";4;Operatør- og opstillingsarbejde af træbearbejdningsmaskiner;;;;;;
917;"752300";5;Operatør- og opstillingsarbejde af træbearbejdningsmaskiner;;;;;;
918;"753";3;Tekstil- og beklædningsarbejde;;;;;;
919;"7531";4;Skrædderarbejde og beslægtet arbejde;;;;;;
920;"753100";5;Skrædderarbejde og beslægtet arbejde;;;;;;
921;"7532";4;Tilskærerarbejde;;;;;;
922;"753200";5;Tilskærerarbejde;;;;;;
923;"7533";4;Syarbejde og beslægtet arbejde;;;;;;
924;"753300";5;Syarbejde og beslægtet arbejde;;;;;;
925;"7534";4;Møbelpolstrerarbejde;;;;;;
926;"753400";5;Møbelpolstrerarbejde;;;;;;
927;"7535";4;Forarbejdning af skind;;;;;;
928;"753500";5;Forarbejdning af skind;;;;;;
929;"7536";4;Skomagerarbejde og beslægtet arbejde;;;;;;
930;"753600";5;Skomagerarbejde og beslægtet arbejde;;;;;;
931;"754";3;Andet håndværkspræget arbejde;;;;;;
932;"7541";4;Dykkerarbejde;;;;;;
933;"754100";5;Dykkerarbejde;;;;;;
934;"7542";4;Sprængnings- og fyrværkeriarbejde;;;;;;
935;"754200";5;Sprængnings- og fyrværkeriarbejde;;;;;;
936;"7543";4;Kvalitetskontrol og testarbejde af produkter (undtagen nærings- og nydelsesmidler);;;;;;
937;"754300";5;Kvalitetskontrol og testarbejde af produkter (undtagen nærings- og nydelsesmidler);;;;;;
938;"7544";4;Desinfektionsarbejde og skadedyrsbekæmpelse;;;;;;
939;"754400";5;Desinfektionsarbejde og skadedyrsbekæmpelse;;;;;;
940;"7549";4;Håndværkspræget arbejde ikke klassificeret andetsteds;;;;;;
941;"754900";5;Håndværkspræget arbejde ikke klassificeret andetsteds;;;;;;
942;"8";1;Operatør- og monteringsarbejde samt transportarbejde;;;;;;
943;"81";2;Operatørarbejde ved stationære anlæg og maskiner;;;;;;
944;"811";3;Operatørarbejde ved anlæg i minedrift og råstofudvinding;;;;;;
945;"8111";4;Mine- og stenbrudsarbejde;;;;;;
946;"811100";5;Mine- og stenbrudsarbejde;;;;;;
947;"8112";4;Operatørarbejde ved anlæg til råstofudvinding;;;;;;
948;"811200";5;Operatørarbejde ved anlæg til råstofudvinding;;;;;;
949;"8113";4;Boreanlægsarbejde;;;;;;
950;"811300";5;Boreanlægsarbejde;;;;;;
951;"8114";4;Operatørarbejde ved fremstilling af cement-, sten- og andre råstofprodukter;;;;;;
952;"811400";5;Operatørarbejde ved fremstilling af cement-, sten- og andre råstofprodukter;;;;;;
953;"812";3;Operatørarbejde ved forarbejdning og færdiggørelse af metal;;;;;;
954;"8121";4;Operatørarbejde ved forarbejdning af metal;;;;;;
955;"812100";5;Operatørarbejde ved forarbejdning af metal;;;;;;
956;"8122";4;Operatørarbejde ved overfladebehandling af metal;;;;;;
957;"812200";5;Operatørarbejde ved overfladebehandling af metal;;;;;;
958;"813";3;Operatørarbejde ved fremstilling af kemiske og fotografiske produkter;;;;;;
959;"8131";4;Operatørarbejde ved fremstilling af kemiske produkter;;;;;;
960;"813110";5;Operatørarbejde ved fremstilling af kemiske produkter i medicinalindustri;;;;;;
961;"813120";5;Operatørarbejde ved fremstilling af kemiske produkter ekskl. medicinalindustri;;;;;;
962;"8132";4;Operatørarbejde ved fremstilling af fotografiske produkter;;;;;;
963;"813200";5;Operatørarbejde ved fremstilling af fotografiske produkter;;;;;;
964;"814";3;Operatører af maskiner til fremstilling af gummi-, plastik- og papirprodukter;;;;;;
965;"8141";4;Operatørarbejde ved fremstilling af gummiprodukter;;;;;;
966;"814100";5;Operatørarbejde ved fremstilling af gummiprodukter;;;;;;
967;"8142";4;Operatørarbejde ved fremstilling af plast;;;;;;
968;"814210";5;Operatørarbejde ved fremstilling af plast til videreforarbejdning;;;;;;
969;"814220";5;Operatørarbejde ved fremstilling af plastprodukter;;;;;;
970;"8143";4;Operatørarbejde ved fremstilling af papirprodukter;;;;;;
971;"814300";5;Operatørarbejde ved fremstilling af papirprodukter;;;;;;
972;"815";3;Operatørarbejde ved fremstilling af tekstil-, pels- og læderprodukter;;;;;;
973;"8151";4;Operatørarbejde ved forarbejdning af materialer i fiber og tekstil;;;;;;
974;"815100";5;Operatørarbejde ved forarbejdning af materialer i fiber og tekstil;;;;;;
975;"8152";4;Operatørarbejde ved vævning og strikning;;;;;;
976;"815200";5;Operatørarbejde ved vævning og strikning;;;;;;
977;"8153";4;Operatørarbejde af symaskiner;;;;;;
978;"815300";5;Operatørarbejde af symaskiner;;;;;;
979;"8154";4;Operatørarbejde ved blegning, farvning og rensning af tekstiler;;;;;;
980;"815400";5;Operatørarbejde ved blegning, farvning og rensning af tekstiler;;;;;;
981;"8155";4;Operatørarbejde ved klargøring af pels og læder;;;;;;
982;"815500";5;Operatørarbejde ved klargøring af pels og læder;;;;;;
983;"8156";4;Operatørarbejde ved fremstilling af fodtøj og tilsvarende produkter;;;;;;
984;"815600";5;Operatørarbejde ved fremstilling af fodtøj og tilsvarende produkter;;;;;;
985;"8157";4;Operatørarbejde af vaskemaskiner;;;;;;
986;"815700";5;Operatørarbejde af vaskemaskiner;;;;;;
987;"8159";4;Andet operatørarbejde ved fremstilling af tekstil-, pels- og læderprodukter;;;;;;
988;"815900";5;Andet operatørarbejde ved fremstilling af tekstil-, pels- og læderprodukter;;;;;;
989;"816";3;Operatørarbejde ved fremstilling af nærings- og nydelsesmidler;;;;;;
990;"8160";4;Operatørarbejde ved fremstilling af nærings- og nydelsesmidler;;;;;;
991;"816010";5;Industrielt slagteriarbejde og behandling af råvarer (ekskl. fjerkræ);;;;;;
992;"816020";5;Industrielt slagteriarbejde og behandling af råvarer, fjerkræ;;;;;;
993;"816030";5;Behandling af råvarer i fiskeindustri;;;;;;
994;"816040";5;Arbejde med færdigvareproduktion i nærings- og nydelsesmiddelindustri;;;;;;
995;"817";3;Operatørarbejde ved træforarbejdning og papirfremstilling;;;;;;
996;"8171";4;Operatørarbejde ved fremstilling af papirmasse og papirprodukter;;;;;;
997;"817100";5;Operatørarbejde ved fremstilling af papirmasse og papirprodukter;;;;;;
998;"8172";4;Operatørarbejde ved træforarbejdning;;;;;;
999;"817200";5;Operatørarbejde ved træforarbejdning;;;;;;
1000;"818";3;Andet operatørarbejde ved stationære anlæg og maskiner;;;;;;
1001;"8181";4;Operatørarbejde ved fremstilling af glas og keramik;;;;;;
1002;"818100";5;Operatørarbejde ved fremstilling af glas og keramik;;;;;;
1003;"8182";4;Operatørarbejde ved dampmaskine- og kedelanlæg;;;;;;
1004;"818210";5;Operatørarbejde ved dampmaskine- og kedelanlæg i forsyningsindustri;;;;;;
1005;"818290";5;Andet operatørarbejde ved dampmaskine- og kedelanlæg;;;;;;
1006;"8183";4;Operatørarbejde af maskiner til pakning, påfyldning og mærkning;;;;;;
1007;"818300";5;Operatørarbejde af maskiner til pakning, påfyldning og mærkning;;;;;;
1008;"8189";4;Andet operatørarbejde ved stationære anlæg og maskiner;;;;;;
1009;"818910";5;Operatørarbejde ved stationære anlæg inden for vandforsyning og forbrændings- og rensningsanlæg;;;;;;
1010;"818990";5;Andet operatørarbejde ved stationære anlæg og maskiner;;;;;;
1011;"82";2;Monteringsarbejde;;;;;;
1012;"821";3;Monteringsarbejde;;;;;;
1013;"8211";4;Monteringsarbejde af mekaniske maskiner;;;;;;
1014;"821100";5;Monteringsarbejde af mekaniske maskiner;;;;;;
1015;"8212";4;Monteringsarbejde af elektrisk og elektronisk udstyr;;;;;;
1016;"821200";5;Monteringsarbejde af elektrisk og elektronisk udstyr;;;;;;
1017;"8219";4;Andet monteringsarbejde;;;;;;
1018;"821900";5;Andet monteringsarbejde;;;;;;
1019;"83";2;Chaufførarbejde og førere af køretøjer og mobile maskiner;;;;;;
1020;"831";3;Lokomotivførerarbejde og tograngering;;;;;;
1021;"8311";4;Lokomotivførerarbejde;;;;;;
1022;"831100";5;Lokomotivførerarbejde;;;;;;
1023;"8312";4;Tograngering;;;;;;
1024;"831200";5;Tograngering;;;;;;
1025;"832";3;Chauffører af biler, varevogne og motorcykler;;;;;;
1026;"8321";4;Motorcykelførere;;;;;;
1027;"832100";5;Motorcykelførere;;;;;;
1028;"8322";4;Chauffører af biler, taxier og varevogne;;;;;;
1029;"832210";5;Hyrevogns- og privatchaufførarbejde eller tilsvarende chaufførarbejde;;;;;;
1030;"832220";5;Varevognschaufførarbejde;;;;;;
1031;"832230";5;Varevognschaufførarbejde med salgs- og repræsentationsopgaver;;;;;;
1032;"832240";5;Varevognschaufførarbejde med renovationsopgaver;;;;;;
1033;"833";3;Chauffører af busser og lastbiler;;;;;;
1034;"8331";4;Buschauffører;;;;;;
1035;"833110";5;Buschauffører, national rutefart;;;;;;
1036;"833120";5;Buschauffører, national turistfart;;;;;;
1037;"833130";5;Buschauffører, international rutefart;;;;;;
1038;"833140";5;Buschauffører, international turistfart;;;;;;
1039;"8332";4;Lastbilchauffører;;;;;;
1040;"833210";5;Lastbilchauffører, national transport;;;;;;
1041;"833220";5;Lastbilchauffører, international transport;;;;;;
1042;"833230";5;Lastbilchauffører med salgs- og repræsentationsopgaver;;;;;;
1043;"833240";5;Lastbilchauffører med renovationsopgaver;;;;;;
1044;"833250";5;Lastbilchauffører med flytteopgaver;;;;;;
1045;"833260";5;Lastbilchauffører med farligt gods;;;;;;
1046;"834";3;Førere af mobile maskiner;;;;;;
1047;"8341";4;Førere af mobile landsbrugs- og skovbrugsmaskiner;;;;;;
1048;"834100";5;Førere af mobile landsbrugs- og skovbrugsmaskiner;;;;;;
1049;"8342";4;Entreprenørmaskinførerarbejde;;;;;;
1050;"834200";5;Entreprenørmaskinførerarbejde;;;;;;
1051;"8343";4;Kran- og liftførerarbejde;;;;;;
1052;"834310";5;Kran- og liftførerarbejde ved stationære enheder;;;;;;
1053;"834320";5;Kran- og liftførerarbejde ved mobile enheder;;;;;;
1054;"8344";4;Truckførerarbejde;;;;;;
1055;"834400";5;Truckførerarbejde;;;;;;
1056;"835";3;Dæksarbejde og medhjælp om bord på skibe;;;;;;
1057;"8350";4;Dæksarbejde og medhjælp om bord på skibe;;;;;;
1058;"835000";5;Dæksarbejde og medhjælp om bord på skibe;;;;;;
1059;"9";1;Andet manuelt arbejde;;;;;;
1060;"91";2;Rengøringsarbejde;;;;;;
1061;"911";3;Rengøringsarbejde i private hjem, hoteller og kontorer;;;;;;
1062;"9111";4;Rengøringsarbejde i private hjem;;;;;;
1063;"911100";5;Rengøringsarbejde i private hjem;;;;;;
1064;"9112";4;Rengøringsarbejde undtagen i private hjem;;;;;;
1065;"911210";5;Rengøring af kontorer og beboelsesområder;;;;;;
1066;"911220";5;Rengøring på hospitaler o.l.;;;;;;
1067;"911230";5;Rengøring af industrilokaliteter;;;;;;
1068;"911240";5;Rengøring på hoteller o.l.;;;;;;
1069;"911250";5;Rengøring af passagerområder i transportmidler;;;;;;
1070;"911260";5;Tværgående serviceopgaver;;;;;;
1071;"912";3;Manuelt rengøringsarbejde af køretøjer, vinduer, vasketøj og andet;;;;;;
1072;"9121";4;Manuel vask og presning af tøj;;;;;;
1073;"912100";5;Manuel vask og presning af tøj;;;;;;
1074;"9122";4;Rengøring af transportmidler;;;;;;
1075;"912200";5;Rengøring af transportmidler;;;;;;
1076;"9123";4;Vinduespudsning;;;;;;
1077;"912300";5;Vinduespudsning;;;;;;
1078;"9129";4;Andet rengøringsarbejde;;;;;;
1079;"912910";5;Rengøring ved skadeservice;;;;;;
1080;"912990";5;Andet rengøringsarbejde;;;;;;
1081;"92";2;Manuelt arbejde inden for landbrug, skovbrug og fiskeri;;;;;;
1082;"921";3;Manuelt arbejde inden for landbrug, skovbrug og fiskeri;;;;;;
1083;"9211";4;Manuelt arbejde inden for agerbrug;;;;;;
1084;"921100";5;Manuelt arbejde inden for agerbrug;;;;;;
1085;"9212";4;Manuelt arbejde inden for husdyravl;;;;;;
1086;"921200";5;Manuelt arbejde inden for husdyravl;;;;;;
1087;"9213";4;Manuelt arbejde inden for både agerbrug og husdyravl;;;;;;
1088;"921300";5;Manuelt arbejde inden for både agerbrug og husdyravl;;;;;;
1089;"9214";4;Manuelt arbejde inden for havebrug og væksthusgartneri;;;;;;
1090;"921400";5;Manuelt arbejde inden for havebrug og væksthusgartneri;;;;;;
1091;"9215";4;Manuelt skovarbejde;;;;;;
1092;"921500";5;Manuelt skovarbejde;;;;;;
1093;"9216";4;Manuelt arbejde inden for fiskeri og akvakultur;;;;;;
1094;"921600";5;Manuelt arbejde inden for fiskeri og akvakultur;;;;;;
1095;"93";2;Manuelt arbejde inden for råstofudvinding, bygge- og anlægssektoren, produktion og transport;;;;;;
1096;"931";3;Manuelt arbejde inden for råstofudvinding og bygge- og anlægssektoren;;;;;;
1097;"9311";4;Manuelt arbejde inden for råstofudvinding;;;;;;
1098;"931100";5;Manuelt arbejde inden for råstofudvinding;;;;;;
1099;"9312";4;Manuelt arbejde inden for anlægssektoren;;;;;;
1100;"931210";5;Asfaltarbejde;;;;;;
1101;"931220";5;Medhjælp med brolæggerarbejde;;;;;;
1102;"931230";5;Kabelarbejde;;;;;;
1103;"931240";5;Montage af luftledninger;;;;;;
1104;"931290";5;Jord-, kloak- og andet anlægsarbejde;;;;;;
1105;"9313";4;Manuelt arbejde inden for byggesektoren;;;;;;
1106;"931310";5;Medhjælp ved isoleringsarbejde;;;;;;
1107;"931320";5;Medhjælp ved tagdækningsarbejde;;;;;;
1108;"931330";5;Medhjælp ved murerarbejde;;;;;;
1109;"931340";5;Beton-, jernbeton- og montagearbejde;;;;;;
1110;"931350";5;Opsætning og nedtagning af stilladser;;;;;;
1111;"931390";5;Medhjælp ved andet bygningsarbejde;;;;;;
1112;"932";3;Manuelt produktionsarbejde;;;;;;
1113;"9321";4;Pakkeriarbejde;;;;;;
1114;"932100";5;Pakkeriarbejde;;;;;;
1115;"9329";4;Andet manuelt produktionsarbejde;;;;;;
1116;"932900";5;Andet manuelt produktionsarbejde;;;;;;
1117;"933";3;Transport- og lagerarbejde;;;;;;
1118;"9331";4;Førere af hånd- og pedaldrevne køretøjer;;;;;;
1119;"933100";5;Førere af hånd- og pedaldrevne køretøjer;;;;;;
1120;"9332";4;Førere af dyretrukne køretøjer og maskineri;;;;;;
1121;"933200";5;Førere af dyretrukne køretøjer og maskineri;;;;;;
1122;"9333";4;Arbejde med lastning og losning;;;;;;
1123;"933300";5;Arbejde med lastning og losning;;;;;;
1124;"9334";4;Arbejde med opfyldning af lager og butik;;;;;;
1125;"933410";5;Lager- og pakhusarbejde;;;;;;
1126;"933420";5;Medhjælp i butik mv. (ekskl. kassearbejde);;;;;;
1127;"94";2;Manuelt arbejde med tilberedning af mad;;;;;;
1128;"941";3;Manuelt arbejde med tilberedning af mad;;;;;;
1129;"9411";4;Tilberedning af fastfood;;;;;;
1130;"941100";5;Tilberedning af fastfood;;;;;;
1131;"9412";4;Køkkenhjælp mv.;;;;;;
1132;"941210";5;Medhjælp i køkken;;;;;;
1133;"941220";5;Afrydning i restaurationer o.l.;;;;;;
1134;"95";2;Gadesalg og -service;;;;;;
1135;"951";3;Servicearbejde på gaden;;;;;;
1136;"9510";4;Servicearbejde på gaden;;;;;;
1137;"951000";5;Servicearbejde på gaden;;;;;;
1138;"952";3;Gadesalg (undtagen madvarer);;;;;;
1139;"9520";4;Gadesalg (undtagen madvarer);;;;;;
1140;"952000";5;Gadesalg (undtagen madvarer);;;;;;
1141;"96";2;Renovationsarbejde og andet manuelt arbejde;;;;;;
1142;"961";3;Renovationsarbejde;;;;;;
1143;"9611";4;Indsamling af skrald og genbrugsartikler;;;;;;
1144;"961100";5;Indsamling af skrald og genbrugsartikler;;;;;;
1145;"9612";4;Arbejde med affaldssortering;;;;;;
1146;"961200";5;Arbejde med affaldssortering;;;;;;
1147;"9613";4;Gadefejning og beslægtet arbejde;;;;;;
1148;"961300";5;Gadefejning og beslægtet arbejde;;;;;;
1149;"962";3;Andet manuelt arbejde;;;;;;
1150;"9621";4;Kurérarbejde og transport af bagage;;;;;;
1151;"962110";5;Kurérarbejde;;;;;;
1152;"962120";5;Transport af bagage;;;;;;
1153;"9622";4;Forefaldende arbejde;;;;;;
1154;"962200";5;Forefaldende arbejde;;;;;;
1155;"9623";4;Måleraflæsning og tømning af salgsautomater;;;;;;
1156;"962300";5;Måleraflæsning og tømning af salgsautomater;;;;;;
1157;"9629";4;Andet manuelt arbejde;;;;;;
1158;"962900";5;Andet manuelt arbejde;;;;;;
1159;"0";1;Militært arbejde;;;;;;
1160;"01";2;Militært arbejde på officersniveau;;;;;;
1161;"011";3;Militært arbejde på officersniveau;;;;;;
1162;"0110";4;Militært arbejde på officersniveau;;;;;;
1163;"011000";5;Militært arbejde på officersniveau;;;;;;
1164;"02";2;Militært arbejde på befalingsmandsniveau (underofficersarbejde);;;;;;
1165;"021";3;Militært arbejde på befalingsmandsniveau (underofficersarbejde);;;;;;
1166;"0210";4;Militært arbejde på befalingsmandsniveau (underofficersarbejde);;;;;;
1167;"021000";5;Militært arbejde på befalingsmandsniveau (underofficersarbejde);;;;;;
1168;"03";2;Militært arbejde, øvrige rangordener;;;;;;
1169;"031";3;Militært arbejde, øvrige rangordener;;;;;;
1170;"0310";4;Militært arbejde, øvrige rangordener;;;;;;
1171;"031000";5;Militært arbejde, øvrige rangordener;;;;;;
